NMEA message,PGHP time stamp
"!BSVDM,1,1,,B,13akwD001j0r5tJOqC;090E600SB,0*08","$PGHP,1,2018,11,19,12,19,38,39,219,,2190047,1,*29"
"!BSVDM,1,1,,A,13akwD0Oij0r5ufOqD:h=PIF0@KE,0*28","$PGHP,1,2018,11,19,12,19,46,666,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,13akwD0Oij0r5ufOqD:h=PIF0@KE,0*2B","$PGHP,1,2018,11,19,12,19,46,682,219,,2190051,1,*11"
"!BSVDM,1,1,,A,13akwD001i0r618OqEWPDPKf05Q<,0*0C","$PGHP,1,2018,11,19,12,19,58,429,219,,2190048,1,*15"
"!BSVDM,1,1,,B,13akwD001i0r618OqEWPDPKf05Q<,0*0F","$PGHP,1,2018,11,19,12,19,58,429,219,,2190047,1,*1A"
"!BSVDM,1,1,,B,13akwD001i0r64hOqFkhIPL:084Q,0*0E","$PGHP,1,2018,11,19,12,20,7,727,219,,2190051,1,*20"
"!BSVDM,1,1,,A,13akwD001i0r64hOqFkhIPL:084Q,0*0D","$PGHP,1,2018,11,19,12,20,7,743,219,,2190047,1,*25"
"!BSVDM,1,1,,A,13akwD001i0r68JOqH1hL0LN00Rg,0*3E","$PGHP,1,2018,11,19,12,20,18,8,219,,2190047,1,*13"
"!BSVDM,1,1,,B,13akwD001j0r6<6OqI@@MPLj0<1S,0*00","$PGHP,1,2018,11,19,12,20,28,55,219,,2190051,1,*2F"
"!BSVDM,1,1,,B,13akwD001i0r6?dOqJN@N0K60<1R,0*66","$PGHP,1,2018,11,19,12,20,38,242,219,,2190047,1,*1D"
"!BSVDM,1,1,,A,13akwD001i0r6?dOqJN@N0K60<1R,0*65","$PGHP,1,2018,11,19,12,20,38,242,219,,2190051,1,*1A"
"!BSVDM,1,1,,B,13akwD001j0r6C>OqKTPN0KH0<1Q,0*35","$PGHP,1,2018,11,19,12,20,46,666,219,,2190051,1,*11"
"!BSVDM,1,1,,A,13akwD001j0r6C>OqKTPN0KH0<1Q,0*36","$PGHP,1,2018,11,19,12,20,46,666,219,,2190047,1,*16"
"!BSVDM,1,1,,B,13akwD001j0r6FnOqLphLPIf00RJ,0*41","$PGHP,1,2018,11,19,12,20,58,429,219,,2190047,1,*10"
"!BSVDM,1,1,,A,13akwD001j0r6FnOqLphLPIf00RJ,0*42","$PGHP,1,2018,11,19,12,20,58,429,219,,2190047,1,*10"
"!BSVDM,2,1,7,A,53akwD02<lc:10H8T00lU=<uE8T8u8L000000016?H<796rm0BA3lQ4Q,0*44!BSVDM,2,2,7,A,@j5000000000000,2*15","$PGHP,1,2018,11,19,12,21,6,198,219,,2190047,1,*25"
"!BSVDM,2,1,8,B,53akwD02<lc:10H8T00lU=<uE8T8u8L000000016?H<796rm0BA3lQ4Q,0*48!BSVDM,2,2,8,B,@j5000000000000,2*19","$PGHP,1,2018,11,19,12,21,6,198,219,,2190047,1,*25"
"!BSVDM,1,1,,B,13akwD001j0r6IjOqN6hJ0H:05QD,0*3D","$PGHP,1,2018,11,19,12,21,7,742,219,,2190048,1,*2A"
"!BSVDM,1,1,,A,13akwD001j0r6IjOqN6hJ0H:05QD,0*3E","$PGHP,1,2018,11,19,12,21,7,742,219,,2190047,1,*25"
"!BSVDM,1,1,,B,13akwD001j0r6LDOqO@0HPFL0D1`,0*16","$PGHP,1,2018,11,19,12,21,17,290,219,,2190047,1,*1E"
"!BSVDM,1,1,,A,13akwD001j0r6LDOqO@0HPFL0D1`,0*15","$PGHP,1,2018,11,19,12,21,17,290,219,,2190048,1,*11"
"!BSVDM,1,1,,B,13akwD001j0r6OHOqPVhGPHj08@K,0*49","$PGHP,1,2018,11,19,12,21,28,54,219,,2190047,1,*28"
"!BSVDM,1,1,,B,13akwD001j0r6RHOqQj@G0K608FI,0*7A","$PGHP,1,2018,11,19,12,21,38,242,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,13akwD001j0r6RHOqQj@G0K608FI,0*79","$PGHP,1,2018,11,19,12,21,38,242,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,13akwD001j0r6UFOqRpPHPKH08KE,0*69","$PGHP,1,2018,11,19,12,21,46,666,219,,2190047,1,*17"
"!BSVDM,1,1,,B,13akwD001j0r6UFOqRpPHPKH08KE,0*6A","$PGHP,1,2018,11,19,12,21,46,682,219,,2190051,1,*1A"
"!BSVDM,1,1,,A,13akwD001j0r6`TOqT>0J0Kf0L1`,0*01","$PGHP,1,2018,11,19,12,21,57,150,219,,2190051,1,*12"
"!BSVDM,1,1,,B,13akwD001j0r6`TOqT>0J0Kf0L1`,0*02","$PGHP,1,2018,11,19,12,21,57,150,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13akwD001j0r6cjOqUK@L@J:00Ra,0*0D","$PGHP,1,2018,11,19,12,22,7,742,219,,2190047,1,*26"
"!BSVDM,1,1,,B,13akwD001j0r6cjOqUK@L@J:00Ra,0*0E","$PGHP,1,2018,11,19,12,22,7,742,219,,2190051,1,*21"
"!BSVDM,1,1,,B,13akwD001j0r6flOqVOPLPJL0@:7,0*32","$PGHP,1,2018,11,19,12,22,17,290,219,,2190047,1,*1D"
"!BSVDM,1,1,,A,13akwD001j0r6flOqVOPLPJL0@:7,0*31","$PGHP,1,2018,11,19,12,22,17,290,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,13akwD001j0r6jrOqWnPLPJj05QH,0*47","$PGHP,1,2018,11,19,12,22,28,54,219,,2190047,1,*2B"
"!BSVDM,1,1,,A,13akwD001j0r6n:Oqa5@K@I605QH,0*3D","$PGHP,1,2018,11,19,12,22,38,242,219,,2190051,1,*18"
"!BSVDM,1,1,,B,13akwD001j0r6n:Oqa5@K@I605QH,0*3E","$PGHP,1,2018,11,19,12,22,38,257,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,13akwD001j0r6q>Oqb=hJ@IH05QH,0*79","$PGHP,1,2018,11,19,12,22,46,681,219,,2190051,1,*1A"
"!BSVDM,1,1,,A,13akwD001j0r6q>Oqb=hJ@IH05QH,0*7A","$PGHP,1,2018,11,19,12,22,46,681,219,,2190047,1,*1D"
"!BSVDM,1,1,,A,13akwD001k0r6t<OqcL@I@Id0HQN,0*70","$PGHP,1,2018,11,19,12,22,57,149,219,,2190051,1,*19"
"!BSVDM,1,1,,B,13akwD001k0r6t<OqcL@I@Id0HQN,0*73","$PGHP,1,2018,11,19,12,22,57,165,219,,2190047,1,*10"
"!BSVDM,1,1,,B,13akwD001k0r6w<Oqdb0H@H80L1e,0*3A","$PGHP,1,2018,11,19,12,23,6,853,219,,2190048,1,*26"
"!BSVDM,1,1,,A,13akwD001k0r6w<Oqdb0H@H80L1e,0*39","$PGHP,1,2018,11,19,12,23,6,869,219,,2190047,1,*20"
"!BSVDM,1,1,,B,13akwD001k0r71bOqep@GhHL0<1f,0*60","$PGHP,1,2018,11,19,12,23,17,290,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,13akwD001k0r71bOqep@GhHL0<1f,0*63","$PGHP,1,2018,11,19,12,23,17,290,219,,2190051,1,*1B"
"!BSVDM,1,1,,B,13akwD001k0r74tOqg?PGPJj00Rc,0*58","$PGHP,1,2018,11,19,12,23,28,70,219,,2190051,1,*2B"
"!BSVDM,1,1,,B,13akwD001k0r78HOqh`PHhK800S@,0*7E","$PGHP,1,2018,11,19,12,23,38,257,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,13akwD001k0r78HOqh`PHhK800S@,0*7D","$PGHP,1,2018,11,19,12,23,38,257,219,,2190047,1,*1A"
"!BSVDM,1,1,,B,13akwD001k0r7:fOqiWhI@KH00T>,0*7C","$PGHP,1,2018,11,19,12,23,46,681,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,13akwD001k0r7:fOqiWhI@KH00T>,0*7F","$PGHP,1,2018,11,19,12,23,46,681,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,13akwD001k0r7>LOqjlPK0Kd0D1`,0*43","$PGHP,1,2018,11,19,12,23,57,165,219,,2190047,1,*11"
"!BSVDM,1,1,,A,13akwD001k0r7>LOqjlPK0Kd0D1`,0*40","$PGHP,1,2018,11,19,12,23,57,165,219,,2190047,1,*11"
"!BSVDM,1,1,,B,13akwD001k0r7AjOql0hK@J80H40,0*0C","$PGHP,1,2018,11,19,12,24,6,869,219,,2190051,1,*20"
"!BSVDM,1,1,,A,13akwD001k0r7AjOql0hK@J80H40,0*0F","$PGHP,1,2018,11,19,12,24,6,869,219,,2190047,1,*27"
"!BSVDM,1,1,,B,13akwD001k0r7E2Oqm?PK0JL08:7,0*1B","$PGHP,1,2018,11,19,12,24,17,290,219,,2190047,1,*1B"
"!BSVDM,1,1,,A,13akwD001k0r7E2Oqm?PK0JL08:7,0*18","$PGHP,1,2018,11,19,12,24,17,290,219,,2190048,1,*14"
"!BSVDM,1,1,,B,13akwD001k0r7HLOqnO0K0Jh0H?t,0*69","$PGHP,1,2018,11,19,12,24,27,243,219,,2190047,1,*16"
"!BSVDM,1,1,,A,13akwD001k0r7HLOqnO0K0Jh0H?t,0*6A","$PGHP,1,2018,11,19,12,24,27,243,219,,2190047,1,*16"
"!BSVDM,1,1,,B,13akwD001k0r7K`OqomhJPI60<1U,0*5A","$PGHP,1,2018,11,19,12,24,38,413,219,,2190047,1,*1B"
"!BSVDM,1,1,,A,13akwD001k0r7K`OqomhJPI60<1U,0*59","$PGHP,1,2018,11,19,12,24,38,413,219,,2190047,1,*1B"
"!BSVDM,1,1,,A,13akwD001j0r7NDOqq60HhIJ0L1V,0*51","$PGHP,1,2018,11,19,12,24,48,491,219,,2190047,1,*16"
"!BSVDM,1,1,,B,13akwD001j0r7NDOqq60HhIJ0L1V,0*52","$PGHP,1,2018,11,19,12,24,48,491,219,,2190047,1,*16"
"!BSVDM,1,1,,B,13akwD001j0r7PhOqr=@G0Id0@QN,0*15","$PGHP,1,2018,11,19,12,24,57,165,219,,2190047,1,*16"
"!BSVDM,1,1,,A,13akwD001j0r7PhOqr=@G0Id0@QN,0*16","$PGHP,1,2018,11,19,12,24,57,165,219,,2190048,1,*19"
"!BSVDM,1,1,,A,13akwD001j0r7SfOqsIPFhJ80D1R,0*00","$PGHP,1,2018,11,19,12,25,6,868,219,,2190047,1,*27"
"!BSVDM,1,1,,B,13akwD001j0r7SfOqsIPFhJ80D1R,0*03","$PGHP,1,2018,11,19,12,25,6,868,219,,2190047,1,*27"
"!BSVDM,1,1,,A,13akwD001j0r7VvOqtfhGhJN05QT,0*65","$PGHP,1,2018,11,19,12,25,17,290,219,,2190047,1,*1A"
"!BSVDM,1,1,,B,13akwD001j0r7VvOqtfhGhJN05QT,0*66","$PGHP,1,2018,11,19,12,25,17,290,219,,2190047,1,*1A"
"!BSVDM,1,1,,B,13akwD001j0r7bBOquu@IPLj0D1T,0*59","$PGHP,1,2018,11,19,12,25,27,243,219,,2190047,1,*17"
"!BSVDM,1,1,,A,13akwD001j0r7bBOquu@IPLj0D1T,0*5A","$PGHP,1,2018,11,19,12,25,27,243,219,,2190047,1,*17"
"!BSVDM,1,1,,B,13akwD001j0r7f8Oqw?PKhM808FO,0*06","$PGHP,1,2018,11,19,12,25,38,413,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,13akwD001j0r7f8Oqw?PKhM808FO,0*05","$PGHP,1,2018,11,19,12,25,38,413,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,13akwD001j0r7iLOr0LhMhML0HLI,0*7F","$PGHP,1,2018,11,19,12,25,48,491,219,,2190047,1,*17"
"!BSVDM,1,1,,B,13akwD001j0r7iLOr0LhMhML0HLI,0*7C","$PGHP,1,2018,11,19,12,25,48,506,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13akwD001j0r7lLOr1IhNPMd0<1P,0*7D","$PGHP,1,2018,11,19,12,25,57,165,219,,2190051,1,*10"
"!BSVDM,1,1,,B,13akwD001j0r7p@Or2WPO0J80@40,0*68","$PGHP,1,2018,11,19,12,26,6,868,219,,2190048,1,*2B"
"!BSVDM,1,1,,A,13akwD001j0r7p@Or2WPO0J80@40,0*6B","$PGHP,1,2018,11,19,12,26,6,868,219,,2190047,1,*24"
"!BSVDM,1,1,,A,13akwD001j0r7t0Or3mhMhHL00S8,0*2F","$PGHP,1,2018,11,19,12,26,17,290,219,,2190048,1,*16"
"!BSVDM,1,1,,B,13akwD001j0r7t0Or3mhMhHL00S8,0*2C","$PGHP,1,2018,11,19,12,26,17,305,219,,2190047,1,*14"
"!BSVDM,1,1,,A,13akwD001j0r7w2Or54PL0Hh0@?t,0*64","$PGHP,1,2018,11,19,12,26,27,243,219,,2190047,1,*14"
"!BSVDM,1,1,,B,13akwD001j0r7w2Or54PL0Hh0@?t,0*67","$PGHP,1,2018,11,19,12,26,27,243,219,,2190048,1,*1B"
"!BSVDM,1,1,,B,13akwD001j0r82POr6L0I@I605Q`,0*71","$PGHP,1,2018,11,19,12,26,38,413,219,,2190047,1,*19"
"!BSVDM,1,1,,A,13akwD001j0r82POr6L0I@I605Q`,0*72","$PGHP,1,2018,11,19,12,26,38,413,219,,2190051,1,*1E"
"!BSVDM,1,1,,B,13akwD001j0r85bOr7ihGhIL0D1M,0*58","$PGHP,1,2018,11,19,12,26,48,491,219,,2190051,1,*13"
"!BSVDM,1,1,,A,13akwD001j0r85bOr7ihGhIL0D1M,0*5B","$PGHP,1,2018,11,19,12,26,48,506,219,,2190047,1,*1B"
"!BSVDM,1,1,,A,13akwD001i0r88DOr8o@G0Kf08QN,0*3D","$PGHP,1,2018,11,19,12,26,57,165,219,,2190048,1,*1B"
"!BSVDM,1,1,,B,13akwD001i0r88DOr8o@G0Kf08QN,0*3E","$PGHP,1,2018,11,19,12,26,57,165,219,,2190047,1,*14"
"!BSVDM,2,1,5,A,53akwD02<lc:10H8T00lU=<uE8T8u8L000000016?H<796rm0BA3lQ4Q,0*46!BSVDM,2,2,5,A,@j5000000000000,2*17","$PGHP,1,2018,11,19,12,27,6,166,219,,2190048,1,*2D"
"!BSVDM,1,1,,A,13akwD001i0r8;<Or9s@GhJ80<1M,0*3B","$PGHP,1,2018,11,19,12,27,6,868,219,,2190047,1,*25"
"!BSVDM,1,1,,B,13akwD001i0r8;<Or9s@GhJ80<1M,0*38","$PGHP,1,2018,11,19,12,27,6,868,219,,2190047,1,*25"
"!BSVDM,2,1,2,B,53akwD02<lc:10H8T00lU=<uE8T8u8L000000016?H<796rm0BA3lQ4Q,0*42!BSVDM,2,2,2,B,@j5000000000000,2*13","$PGHP,1,2018,11,19,12,27,9,895,219,,2190051,1,*2F"
"!BSVDM,1,1,,A,13akwD001i0r8>@Or;:@I0JL0<1N,0*28","$PGHP,1,2018,11,19,12,27,17,243,219,,2190047,1,*16"
"!BSVDM,1,1,,A,13akwD001j0r8ANOr<HhIPLh0<1M,0*46","$PGHP,1,2018,11,19,12,27,27,243,219,,2190047,1,*15"
"!BSVDM,1,1,,B,13akwD001j0r8ANOr<HhIPLh0<1M,0*45","$PGHP,1,2018,11,19,12,27,27,243,219,,2190048,1,*1A"
"!BSVDM,1,1,,A,13akwD001j0r8DlOr=f@IPO600S>,0*26","$PGHP,1,2018,11,19,12,27,38,413,219,,2190051,1,*1F"
"!BSVDM,1,1,,B,13akwD001j0r8DlOr=f@IPO600S>,0*25","$PGHP,1,2018,11,19,12,27,38,428,219,,2190047,1,*10"
"!BSVDM,1,1,,A,13akwD001j0r8H>Or>r0K@QJ0@LI,0*77","$PGHP,1,2018,11,19,12,27,48,491,219,,2190047,1,*15"
"!BSVDM,1,1,,B,13akwD001j0r8H>Or>r0K@QJ0@LI,0*74","$PGHP,1,2018,11,19,12,27,48,506,219,,2190051,1,*1D"
"!BSVDM,1,1,,A,13akwD001i0r8KJOr?thN@Qd05Qd,0*32","$PGHP,1,2018,11,19,12,27,57,165,219,,2190047,1,*15"
"!BSVDM,1,1,,B,13akwD001i0r8ONOrA:PP@P80840,0*46","$PGHP,1,2018,11,19,12,28,6,868,219,,2190048,1,*25"
"!BSVDM,1,1,,A,13akwD001i0r8SPOrBF@Q@NL08:5,0*48","$PGHP,1,2018,11,19,12,28,17,243,219,,2190047,1,*19"
"!BSVDM,1,1,,B,13akwD001i0r8SPOrBF@Q@NL08:5,0*4B","$PGHP,1,2018,11,19,12,28,17,258,219,,2190047,1,*13"
"!BSVDM,1,1,,B,13akwD001i0r8WfOrCb@Q0Nj08?t,0*4E","$PGHP,1,2018,11,19,12,28,27,243,219,,2190051,1,*1D"
"!BSVDM,1,1,,A,13akwD001i0r8c@OrDvhN@M80<1O,0*6B","$PGHP,1,2018,11,19,12,28,38,522,219,,2190051,1,*13"
"!BSVDM,1,1,,A,13akwD001i0r8flOrF=PLhML0<1N,0*6C","$PGHP,1,2018,11,19,12,28,48,506,219,,2190047,1,*15"
"!BSVDM,1,1,,B,13akwD001i0r8flOrF=PLhML0<1N,0*6F","$PGHP,1,2018,11,19,12,28,48,506,219,,2190051,1,*12"
"!BSVDM,1,1,,A,13akwD001i0r8iFOrG:@KhMd00S4,0*64","$PGHP,1,2018,11,19,12,28,57,165,219,,2190048,1,*15"
"!BSVDM,1,1,,B,13akwD001i0r8iFOrG:@KhMd00S4,0*67","$PGHP,1,2018,11,19,12,28,57,180,219,,2190047,1,*11"
"!BSVDM,1,1,,B,13akwD001i0r8lPOrHD0K0N805Ql,0*2D","$PGHP,1,2018,11,19,12,29,6,868,219,,2190048,1,*24"
"!BSVDM,1,1,,A,13akwD001i0r8lPOrHD0K0N805Ql,0*2E","$PGHP,1,2018,11,19,12,29,6,884,219,,2190047,1,*29"
"!BSVDM,1,1,,A,13akwD001h0r8phOrIRhL0PL05Ql,0*29","$PGHP,1,2018,11,19,12,29,17,258,219,,2190047,1,*12"
"!BSVDM,1,1,,B,13akwD001h0r8phOrIRhL0PL05Ql,0*2A","$PGHP,1,2018,11,19,12,29,17,258,219,,2190047,1,*12"
"!BSVDM,1,1,,B,13akwD001h0r8t`OrJghN0Ph05Ql,0*36","$PGHP,1,2018,11,19,12,29,27,242,219,,2190051,1,*1D"
"!BSVDM,1,1,,A,13akwD001h0r8t`OrJghN0Ph05Ql,0*35","$PGHP,1,2018,11,19,12,29,27,258,219,,2190047,1,*11"
"!BSVDM,1,1,,A,13akwD001h0r90`OrL0@OhQ608FS,0*2A","$PGHP,1,2018,11,19,12,29,38,522,219,,2190051,1,*12"
"!BSVDM,1,1,,B,13akwD001h0r94BOrM;0Q0QJ08LI,0*5F","$PGHP,1,2018,11,19,12,29,48,506,219,,2190051,1,*13"
"!BSVDM,1,1,,A,13akwD001h0r97VOrN@0PhOd0HQH,0*36","$PGHP,1,2018,11,19,12,29,57,8,219,,2190051,1,*16"
"!BSVDM,1,1,,B,13akwD001h0r97VOrN@0PhOd0HQH,0*35","$PGHP,1,2018,11,19,12,29,57,24,219,,2190047,1,*2F"
"!BSVDM,1,1,,A,13akwD001h0r9;<OrOL0OPL800S1,0*26","$PGHP,1,2018,11,19,12,30,6,868,219,,2190047,1,*23"
"!BSVDM,1,1,,B,13akwD001h0r9;<OrOL0OPL800S1,0*25","$PGHP,1,2018,11,19,12,30,6,884,219,,2190047,1,*21"
"!BSVDM,1,1,,A,13akwD001h0r9?4OrPk0M@LN00S1,0*76","$PGHP,1,2018,11,19,12,30,17,242,219,,2190051,1,*16"
"!BSVDM,1,1,,B,13akwD001i0r9B:OrR2@K0Lj00SI,0*06","$PGHP,1,2018,11,19,12,30,27,258,219,,2190048,1,*16"
"!BSVDM,1,1,,A,13akwD001i0r9B:OrR2@K0Lj00SI,0*05","$PGHP,1,2018,11,19,12,30,27,258,219,,2190047,1,*19"
"!BSVDM,1,1,,A,13akwD001h0r9EjOrSFPI0M805Qp,0*59","$PGHP,1,2018,11,19,12,30,38,537,219,,2190051,1,*1E"
"!BSVDM,1,1,,B,13akwD001h0r9I6OrTPPI@OL05Qp,0*1D","$PGHP,1,2018,11,19,12,30,48,506,219,,2190051,1,*1B"
"!BSVDM,1,1,,A,13akwD001h0r9KhOrUMPJ@Qd0D1V,0*5C","$PGHP,1,2018,11,19,12,30,57,8,219,,2190047,1,*19"
"!BSVDM,1,1,,B,13akwD001h0r9KhOrUMPJ@Qd0D1V,0*5F","$PGHP,1,2018,11,19,12,30,57,8,219,,2190047,1,*19"
"!BSVDM,1,1,,A,13akwD001h0r9NtOrV`hLPP80D1V,0*18","$PGHP,1,2018,11,19,12,31,6,634,219,,2190047,1,*25"
"!BSVDM,1,1,,B,13akwD001h0r9NtOrV`hLPP80D1V,0*1B","$PGHP,1,2018,11,19,12,31,6,650,219,,2190047,1,*27"
"!BSVDM,1,1,,A,13akwD001h0r9RrOrWi@OPPL0@9t,0*7B","$PGHP,1,2018,11,19,12,31,17,8,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,13akwD001h0r9RrOrWi@OPPL0@9t,0*78","$PGHP,1,2018,11,19,12,31,17,8,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,13akwD001h0r9VVOr`vhQ0Ph0H@;,0*3F","$PGHP,1,2018,11,19,12,31,27,648,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,13akwD001h0r9VVOr`vhQ0Ph0H@;,0*3C","$PGHP,1,2018,11,19,12,31,27,664,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13akwD001h0r9c0OrbBhQ0Q600R<,0*68","$PGHP,1,2018,11,19,12,31,38,537,219,,2190047,1,*18"
"!BSVDM,1,1,,B,13akwD001h0r9gHOrcM@QPOJ00S1,0*3F","$PGHP,1,2018,11,19,12,31,48,505,219,,2190047,1,*1E"
"!BSVDM,1,1,,A,13akwD001h0r9jpOrdS0PhOd0@QH,0*7C","$PGHP,1,2018,11,19,12,31,57,7,219,,2190047,1,*17"
"!BSVDM,1,1,,B,13akwD001h0r9jpOrdS0PhOd0@QH,0*7F","$PGHP,1,2018,11,19,12,31,57,23,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13akwD001h0r9nvOrehPP@N80@3o,0*17","$PGHP,1,2018,11,19,12,32,6,648,219,,2190047,1,*2D"
"!BSVDM,1,1,,A,13akwD001h0r9nvOrehPP@N80@3o,0*14","$PGHP,1,2018,11,19,12,32,6,648,219,,2190047,1,*2D"
"!BSVDM,1,1,,A,13akwD001h0r9rVOrfthO@NL0<1Q,0*24","$PGHP,1,2018,11,19,12,32,17,6,219,,2190047,1,*11"
"!BSVDM,1,1,,B,13akwD001h0r9rVOrfthO@NL0<1Q,0*27","$PGHP,1,2018,11,19,12,32,17,22,219,,2190047,1,*27"
"!BSVDM,1,1,,B,13akwD001h0r9vPOrh?hNhNj0D1Q,0*17","$PGHP,1,2018,11,19,12,32,27,661,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13akwD001h0r9vPOrh?hNhNj0D1Q,0*14","$PGHP,1,2018,11,19,12,32,27,661,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13akwD001h0r:20OriC0NhO40<1Q,0*31","$PGHP,1,2018,11,19,12,32,36,880,219,,2190048,1,*1B"
"!BSVDM,1,1,,B,13akwD001h0r:20OriC0NhO40<1Q,0*32","$PGHP,1,2018,11,19,12,32,36,880,219,,2190047,1,*14"
"!BSVDM,1,1,,A,13akwD001h0r:6>OrjThOPOJ0<1P,0*31","$PGHP,1,2018,11,19,12,32,48,268,219,,2190047,1,*11"
"!BSVDM,1,1,,B,13akwD001h0r:6>OrjThOPOJ0<1P,0*32","$PGHP,1,2018,11,19,12,32,48,268,219,,2190047,1,*11"
"!BSVDM,1,1,,A,13akwD001h0r:9bOrkVhPPQd0<1Q,0*4F","$PGHP,1,2018,11,19,12,32,57,20,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13akwD001h0r:9bOrkVhPPQd0<1Q,0*4C","$PGHP,1,2018,11,19,12,32,57,20,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13akwD001h0r:=NOrlc0Q@N60<1R,0*51","$PGHP,1,2018,11,19,12,33,6,645,219,,2190048,1,*2E"
"!BSVDM,2,1,5,A,53akwD02<lc:10H8T00lU=<uE8T8u8L000000016?H<796rm0BA3lQ4Q,0*46!BSVDM,2,2,5,A,@j5000000000000,2*17","$PGHP,1,2018,11,19,12,33,10,810,219,,2190047,1,*18"
"!BSVDM,2,1,0,B,53akwD02<lc:10H8T00lU=<uE8T8u8L000000016?H<796rm0BA3lQ4Q,0*40!BSVDM,2,2,0,B,@j5000000000000,2*11","$PGHP,1,2018,11,19,12,33,14,866,219,,2190047,1,*1D"
"!BSVDM,1,1,,A,13akwD001h0r:ApOrmvPQPNL089t,0*24","$PGHP,1,2018,11,19,12,33,17,3,219,,2190048,1,*1A"
"!BSVDM,1,1,,A,13akwD001h0r:EdOro:hQ@Lh0@@;,0*3A","$PGHP,1,2018,11,19,12,33,27,658,219,,2190047,1,*1E"
"!BSVDM,1,1,,B,13akwD001h0r:EdOro:hQ@Lh0@@;,0*39","$PGHP,1,2018,11,19,12,33,27,658,219,,2190047,1,*1E"
"!BSVDM,1,1,,A,13akwD001h0r:IDOrpGPO@M408EU,0*1C","$PGHP,1,2018,11,19,12,33,36,878,219,,2190047,1,*12"
"!BSVDM,1,1,,B,13akwD001h0r:IDOrpGPO@M408EU,0*1F","$PGHP,1,2018,11,19,12,33,36,878,219,,2190047,1,*12"
"!BSVDM,1,1,,A,13akwD001h0r:MVOrql0MhML08L@,0*0E","$PGHP,1,2018,11,19,12,33,48,266,219,,2190047,1,*1E"
"!BSVDM,1,1,,B,13akwD001h0r:MVOrql0MhML08L@,0*0D","$PGHP,1,2018,11,19,12,33,48,266,219,,2190047,1,*1E"
"!BSVDM,1,1,,A,13akwD001h0r:PFOrrh@LhMd08QH,0*48","$PGHP,1,2018,11,19,12,33,57,17,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13akwD001h0r:PFOrrh@LhMd08QH,0*4B","$PGHP,1,2018,11,19,12,33,57,17,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13akwD001h0r:SbOrsthLPN8083o,0*7B","$PGHP,1,2018,11,19,12,34,6,642,219,,2190047,1,*21"
"!BSVDM,1,1,,A,13akwD001h0r:W:Oru9@M@NL05R8,0*19","$PGHP,1,2018,11,19,12,34,17,16,219,,2190047,1,*26"
"!BSVDM,1,1,,A,13akwD001h0r:c:OrvK0NhPj0<1`,0*0D","$PGHP,1,2018,11,19,12,34,27,655,219,,2190047,1,*14"
"!BSVDM,1,1,,B,13akwD001h0r:c:OrvK0NhPj0<1`,0*0E","$PGHP,1,2018,11,19,12,34,27,655,219,,2190047,1,*14"
"!BSVDM,1,1,,A,13akwD001i0r:frOrwNhPhO405R8,0*70","$PGHP,1,2018,11,19,12,34,36,875,219,,2190048,1,*17"
"!BSVDM,1,1,,B,13akwD001i0r:frOrwNhPhO405R8,0*73","$PGHP,1,2018,11,19,12,34,36,890,219,,2190047,1,*13"
"!BSVDM,1,1,,B,13akwD001i0r:jrOs0h@PhOJ05R8,0*49","$PGHP,1,2018,11,19,12,34,48,263,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,13akwD001i0r:nTOs1o0PPOd05R8,0*08","$PGHP,1,2018,11,19,12,34,57,14,219,,2190047,1,*20"
"!BSVDM,1,1,,B,13akwD001i0r:r>Os34@OPL805R<,0*10","$PGHP,1,2018,11,19,12,35,6,639,219,,2190051,1,*2B"
"!BSVDM,1,1,,A,13akwD001i0r:v6Os4CPMPLL00T4,0*02","$PGHP,1,2018,11,19,12,35,17,13,219,,2190047,1,*22"
"!BSVDM,1,1,,B,13akwD001i0r:v6Os4CPMPLL00T4,0*01","$PGHP,1,2018,11,19,12,35,17,13,219,,2190047,1,*22"
"!BSVDM,1,1,,A,13akwD001i0r;1NOs5WPLPLj08@;,0*1D","$PGHP,1,2018,11,19,12,35,27,653,219,,2190047,1,*13"
